date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:26:42	41429/41429	---MCZ	200	added ('OK')	text/javascript	etag:W/%22c8ad4539205728195a3ec81b61aec28a%22	https://cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/js/webflow.schunk.103e14fc78623691.js	C:/PortfolioWebpageProject/cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/js/webflow.schunk.103e14fc78623691.js	(from https://clementgermainetest.webflow.io/project-01)
09:26:43	36043/36043	---MCZ	200	added ('OK')	text/javascript	etag:W/%22c441554109845db18adc1bc52b19659c%22	https://cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/js/webflow.schunk.08779b17d1882f59.js	C:/PortfolioWebpageProject/cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/js/webflow.schunk.08779b17d1882f59.js	(from https://clementgermainetest.webflow.io/project-01)
09:26:43	163485/163485	---MCZ	200	added ('OK')	text/javascript	etag:W/%22edd1004cea210546036f9a50844596df%22	https://cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/js/webflow.schunk.e29e501eb9c817ec.js	C:/PortfolioWebpageProject/cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/js/webflow.schunk.e29e501eb9c817ec.js	(from https://clementgermainetest.webflow.io/project-01)
09:26:43	4890/4890	---MCZ	200	added ('OK')	text/javascript	etag:W/%221c53a10344501a3d53ea16387e274dcd%22	https://cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/js/webflow.bc45bf63.6de088043235da7b.js	C:/PortfolioWebpageProject/cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/js/webflow.bc45bf63.6de088043235da7b.js	(from https://clementgermainetest.webflow.io/project-01)
09:26:44	72779/72779	---MCZ	200	added ('OK')	text/javascript	etag:W/%22b729ff7f59f3391835501f2900ecd857%22	https://cdn.prod.website-files.com/gsap/3.14.2/gsap.min.js	C:/PortfolioWebpageProject/cdn.prod.website-files.com/gsap/3.14.2/gsap.min.js	(from https://clementgermainetest.webflow.io/project-01)
09:26:44	20332/20332	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Mar%202026%2008:23:47%20GMT	https://clementgermainetest.webflow.io/info	C:/PortfolioWebpageProject/clementgermainetest.webflow.io/info.html	(from https://clementgermainetest.webflow.io/portfollio)
09:26:44	14019/14019	---M--	200	added ('OK')	image/png	etag:%22ea5893e05fb48857a1eb24fb7cb10084%22	https://cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/696a3d21f0c4d94f716dd59a_Rectangle%2054.png	C:/PortfolioWebpageProject/cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/696a3d21f0c4d94f716dd59a_Rectangle%2054.png	(from https://clementgermainetest.webflow.io/portfollio)
09:26:44	69179/69179	---M--	200	added ('OK')	image/png	etag:%22f355d94d9b478b0bc269b2b353c68e04%22	https://cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/696a3df8a248306c3c3fd4a7_Rectangle%2055.png	C:/PortfolioWebpageProject/cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/696a3df8a248306c3c3fd4a7_Rectangle%2055.png	(from https://clementgermainetest.webflow.io/portfollio)
09:26:44	309797/309797	---M--	200	added ('OK')	image/png	etag:%22bfb2cbe155485b54ba5148669310c345%22	https://cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/696a520a701cbfa427161199_Rectangle%2056.png	C:/PortfolioWebpageProject/cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/696a520a701cbfa427161199_Rectangle%2056.png	(from https://clementgermainetest.webflow.io/portfollio)
09:26:45	1834/1834	---MCZ	200	added ('OK')	text/javascript	etag:W/%2286dd07d0061e02bb55b280402497beb8%22	https://cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/js/webflow.458d580d.a64747ae2f7c8732.js	C:/PortfolioWebpageProject/cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/js/webflow.458d580d.a64747ae2f7c8732.js	(from https://clementgermainetest.webflow.io/portfollio)
09:26:45	6447/6447	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2027%20Mar%202026%2008:25:47%20GMT	https://clementgermainetest.webflow.io/%22https://cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a%2F69baba693f4b9e0769f8b2bf_ScreenRecord_FTE_Compressed_poster.0000000.jpg%22	C:/PortfolioWebpageProject/clementgermainetest.webflow.io/_https_/cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/69baba693f4b9e0769f8b2bf_ScreenRecord_FTE_Compressed_poster.0000000.html	(from https://clementgermainetest.webflow.io/project-01)
09:26:45	6447/6447	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2027%20Mar%202026%2008:25:47%20GMT	https://clementgermainetest.webflow.io/%22https://cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a%2F69baba693f4b9e0769f8b2bf_ScreenRecord_FTE_Compressed_poster.0000000.jpg%22	C:/PortfolioWebpageProject/clementgermainetest.webflow.io/_https_/cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/69baba693f4b9e0769f8b2bf_ScreenRecord_FTE_Compressed_poster.0000000.html	(from https://clementgermainetest.webflow.io/project-01)
09:26:45	849860/849860	---M--	200	added ('OK')	image/png	etag:%22fb14e25d63d5634b86e3af16a84ba563%22	https://cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/697646bf602ea48b71d7c2bd_Info_profilepic.png	C:/PortfolioWebpageProject/cdn.prod.website-files.com/67829ee3c36756f3a6ecc22a/697646bf602ea48b71d7c2bd_Info_profilepic.png	(from https://clementgermainetest.webflow.io/info)
